,Title,Abstract,Keywords,eia
149,Investigating the Driving Factors of Public Participation in Public-Private Partnership (PPP) Projects—A Case Study of China,"Public participation is an important procedure of the environmental impact assessment. Effective public participation is essential to the Public–Private Partnership (PPP) projects as such projects usually exert tremendous impacts on the environment and society. However, in literature, there are few studies investigating the driving factors of public participation in PPP projects, especially in the context of China. To bridge this research gap, this study proposed a theoretical model, which incorporates contextual factors (i.e., perceived benefit and perceived risk) into the classical Theory of Planned Behavior model, to explore the determinants. The initial proposed model was tested using structural equation modeling. Analysis results indicated that attitude towards behavior, subjective norm, perceived risk and perceived behavioral control were the four significant driving factors of public participation in PPP projects, whereas perceived benefit had limited impact. Furthermore, this study evaluated eight public participation approaches in PPP projects. Results revealed that the public were more willing to participate in public decisions through the internet platform, followed by the information disclosure or consultation provided by the government. The research findings derived in this study can provide valuable reference for the government to promulgate proper policies to attract more public participation in PPP projects. Moreover, the research idea and methods used in this study can be popularized in other countries to enhance the public participation in PPP projects. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.", China; driving factor; public participation; Public-Private Partnership,1.0
150,Optimal expansion of a coastal wastewater treatment and ocean outfall system under uncertainty (I): Simulation analysis,"An ocean outfall system is an integrated engineering system in which a coastal wastewater treatment plant (WWTP) is connected with a pipeline that discharges wastewater effluent into a body of water. Safety factors to accommodate for uncertainty in modelling of such systems often result in a degree of wastewater treatment that is not cost-effective. This paper presents the first part of an integrated simulation and optimisation analysis to resolve some such uncertainties in the Cornell mixing zone expert system (CORMIX) model by testing it against a laboratory flume. CORMIX is a United States Environmental Protection Agency (USEPA)-supported mixing zone model for environmental impact assessment of regulatory mixing zones resulting from continuous point source discharges. This model especially emphasises prediction of plume geometry, flow classification, and dilution characteristics within an initial mixing zone of a receiving water body so that compliance with regulatory constraints can be evaluated. With the aid of a flume test, such information may be used as stochastic inputs to an optimisation model to assess the cost-effectiveness of discharge treatment.A total of 19 dye-study scenarios were designed and carried out for single-port (co-flow or counter-flow) and multi-port experiments according to the physical features of the outfall pipe to be expanded in the coastal environment of Taiwan Strait. The flume test showed a good agreement between CORMIX1/CORMIX2 models and the dye-study data. This approach is a stepwise, flexible technique allowing for continuous feedback of the varying design and operating conditions and the observed impacts on coastal waters and may be used to identify the optimal expansion strategy of an integrated coastal WWTP and ocean outfall system such as the case study presented for Kaohsiung, South Taiwan. © 2011 Taylor & Francis.", CORMIX; Flume test; Ocean outfall; Wastewater disposal,0.0
151,Suggested improvements to the australian environmental impact assessment process to benefit marine Megafauna,"Performance of the Environmental Impact Assessment (EIA) process is often perceived to be flawed. Testing the process requires investigation of core environmental legislation, regulation and a review of outcomes following an EIA, all of which are rarely undertaken. We use recent coastal development assessments in Australia to complete such a review focusing on the current Commonwealth impact assessment process and its ability to effectively manage risk for protected marine megafauna (turtles, dugongs and coastal dolphins). A range of factors are examined including data sufficiency, project and proponent constraints, knowledge of marine megafauna ecology and relevance of applied monitoring techniques. Challenges associated with identifying measures for effective protection are discussed with changes suggested to the assessment process to achieve an improved conservation goal and supporting truly sustainable development. © 2018, Thomson Reuters (Professional) Australia Ltd. All rights reserved.", ,1.0
152,Stakeholder perceptions of Environmental Management Plans as an environmental protection tool for major developments in the UK,"Insufficient implementation and the lack of legislative requirements for follow-up measures following the approval of projects are consistently highlighted as major shortcomings of Environmental Impact Assessment (EIA). Although adopted over 15. years ago by the World Bank, Environmental Management Plans (EMPs) were only semi-formalised in the UK in 2008 and arguably provide a continuous link or 'bridge' between the EIA process pre-consent and an Environmental Management System (EMS) post-consent. Drawing on twenty-one semi-structured interviews with stakeholders and thematic analysis of their responses, and a broad-scale practitioner survey, this study aimed to assess the effectiveness of EMPs as an environmental protection tool across the project lifecycle for major developments. The findings revealed a mixed picture of EMP effectiveness in practice, with EMPs only partially fulfilling a bridging role between EIA and EMS. There is no 'gold standard' terminology for EMPs, all having slightly different uses, thus presenting different focuses to different stakeholders and further enhancing variation in practice. For many stakeholders, the effectiveness was simply not known, due to the lack of communication and follow-up that still exists. EMP-EMS linkages were shown to be effective from the developer's perspective when a single organisation has involvement across all project phases, though weaknesses occur when multiple parties are involved. Among other stakeholders, knowledge varied significantly; whilst some were in agreement that the linkages worked, many were unaware of the connections and thought of them as two quite separate tools. Stakeholders advocated for the need to make EMPs a legal requirement; for improved communication between stakeholders during EMP implementation and increased documentation of project outcomes; and for EMPs to be consistently written by environmental professionals. Furthermore, weak links in the current process may be improved by providing detailed guidance for organisations on the potential for EMP-EMS linkages, with the additional aim of encouraging stakeholders to broaden their current specialist knowledge on environmental protection tools. © 2015 Elsevier Inc.", ,1.0
153,What approaches exist to evaluate the effectiveness of UK-relevant natural flood management measures? A systematic map,"Background: This systematic map principally sought to understand the different forms of effectiveness that existing studies evaluate in relation to Natural Flood Management (NFM) in the UK with a supplementary question of whether studies engaged with climate change and future flood risk. NFM measures seek to protect, enhance, emulate, or restore the natural function of rivers as part of approaches to flood risk management (FRM). While there is agreement in both academic and practice/policy literature that NFM should be part of a holistic FRM strategy to address current and future flood risk, the specifics of how to expand the application of and consistently implement NFM successfully in practice are less well known. A core focus of this study is on how the effectiveness of NFM measures is evaluated in different studies based on approaches drawn from the Environmental Impact Assessment (EIA) literature: procedural, substantive, transactive and normative. The systematic map also examines how studies account for climate change, which is a crucial issue given the connections between NFM and climate change adaptation and resilience. Methods: We searched 13 bibliographic databases, Google scholar as a web-based search engine, and 21 organisational sites. Articles were screened by title, abstract, and full text based on defined eligibility criteria. Checks were performed for consistency amongst reviewers. Forms of effectiveness were coded on the basis of the included studies in the systematic map. The quantity and characteristics of the available evidence are summarised with the frequencies of effectiveness forms for each NFM measure are presented in heat maps. Review findings: A total of 216 articles reported eligible studies that were coded as part of the systematic map. Overall, the systematic map shows that the majority of studies considered at least one approach to effectiveness; however, very few studies considered multiple forms of effectiveness. The systematic map also demonstrates that climate change is considered systematically by around one-quarter of studies although many studies make claims about NFM’s effectiveness in the face of future climatic change. Conclusions: NFM can be effective in several different ways owing to their multiple benefits; however, there are evidence gaps around understanding these different forms of effectiveness. This is particularly marked for studies considering transactive and normative effectiveness. Interdisciplinary studies are more likely to consider multiple forms of effectiveness. This systematic map also found that whilst 75% of studies mention future climate change in their studies, only 24.1% contain a systematic consideration of the issue through, for example, using climate change projections. NFM is also at risk of climate change (e.g. through drought) and therefore it is imperative that study designs seek to incorporate consideration of effectiveness under future climate change. Policymakers should be made aware of the lack of understanding of how NFM measures perform under future climate change. © 2023, The Author(s).", Climate change adaptation; Environmental Impact Assessment; Flood risk management; Flooding; Natural Flood Management; Nature-based solutions; River catchments,1.0
154,Environmental status at the Indian Antarctic station - Maitri,"A set of procedural guidelines have been developed in 1991 for evaluating the environmental impact of scientific research programs and their associated logistic support facilities in Antarctica. In view of this, an Environmental Impact Assessment (EIA) study of the Indian Antarctic station - Maitri was conducted during the austral summer of 1994-95. Studies covered different components of environment, viz. air, noise, water, wastewater, solid waste and land. Different sources of pollution were identified and the samples were analyzed to assess the current status of environment. The present communication delineates not only the details of the studies undertaken, but also suggests guidelines towards effective Environmental Management Plan (EMP) so as to mitigate the adverse impacts likely to be caused by various activities.", Assessment; Environment; Impact; Management; Pollution,1.0
155,"Impacts of small-scale gold mining on birds and anurans near the Tambopata Natural Reserve, Peru, assessed using passive acoustic monitoring","Artisanal and small-scale gold mining (ASM) is becoming a significant cause of environmental degradation in tropical ecosystems. In this study, we conducted a rapid assessment on the impact of an ASM gold mine on the vocalizing avian and anuran communities in the buffer zone of the Tambopata National Reserve in Peru. We used seven audio recorders (three near an active mine, two in an abandoned mine, and two in an adjacent forest) to collect 2900 recordings to generate soundscapes and compare acoustic activity patterns of birds and anurans among sites. We identified 56 bird species during the morning chorus (05:00-07:00) and 9 anurans species in the evening chorus (18:00-20:00). Bird species richness was similar between the forest (28 bird species), the abandoned mine (25 species) and the active mine (24 species), but species richness of birds sensitive to disturbance was much lower in the active mine. In contrast, anuran species richness was highest in the active mine (5 species) and lowest in the forest (2 species). Results indicate that acoustic monitoring and soundscape analysis can be effective tools for evaluating the impact of mining activities on vocalizing species, and could become useful tools in rapid environmental impact assessments for mitigation and conservation strategies in ASM mining regions. © 2016, Mongaby.com e-journal. All rights reserved.", Biodiversity rapid assessment; Madre de Dios; Mining; Passive acoustic monitoring; Soundscapes,0.0
156,A Cognitive Study on Public Participation in Environmental Impact Assessment of Beijing Residents,"The cognition of EIA (environmental impact assessment) public participation among Beijing residents was studied through questionnaire, including their understanding degree, positivity of participation, rationality, and the issue they are concerned about most. The statistical result of 1043 valid questionnaires reveals that, currently, Beijing residents' cognition on EIA public participation is relatively high, as more than half of them understand EIA public participation to a certain extent, showing their positivity or rationality of participation, but there is still much room for improvement. Some specific proposals are raised from two aspects, comment processing and feedback, so as to improve the effectiveness of EIA public participation in feasibility. © 2017 Peking University.", Cognition; EIA; Public participation; Questionnaire survey,1.0
157,Tracking the land use/land cover change in an area with underground mining and reforestation via continuous Landsat classification,"Understanding the changes in a land use/land cover (LULC) is important for environmental assessment and land management. However, tracking the dynamic of LULC has proved difficult, especially in large-scale underground mining areas with extensive LULC heterogeneity and a history of multiple disturbances. Additional research related to the methods in this field is still needed. In this study, we tracked the LULC change in the Nanjiao mining area, Shanxi Province, China between 1987 and 2017 via random forest classifier and continuous Landsat imagery, where years of underground mining and reforestation projects have occurred. We applied a Savitzky-Golay filter and a normalized difference vegetation index (NDVI)-based approach to detect the temporal and spatial change, respectively. The accuracy assessment shows that the random forest classifier has a good performance in this heterogeneous area, with an accuracy ranging from 81.92% to 86.6%, which is also higher than that via support vector machine (SVM), neural network (NN), and maximum likelihood (ML) algorithm. LULC classification results reveal that cultivated forest in the mining area increased significantly after 2004, while the spatial extent of natural forest, buildings, and farmland decreased significantly after 2007. The areas where vegetation was significantly reduced were mainly because of the transformation from natural forest and shrubs into grasslands and bare lands, respectively, whereas the areas with an obvious increase in NDVI were mainly because of the conversion from grasslands and buildings into cultivated forest, especially when villages were abandoned after mining subsidence. A partial correlation analysis demonstrated that the extent of LULC change was significantly related to coal production and reforestation, which indicated the effects of underground mining and reforestation projects on LULC changes. This study suggests that continuous Landsat classification via random forest classifier could be effective in monitoring the long-term dynamics of LULC changes, and provide crucial information and data for the understanding of the driving forces of LULC change, environmental impact assessment, and ecological protection planning in large-scale mining areas. © 2019 by the authors.", Continuous Landsat classification; Heterogeneous area; LULC change; Random forest classifier; Underground mining and reforestation,1.0
158,Life cycle assessment of H2O electrolysis technologies,"Hydrogen produced from H2O electrolysis works as an energy carrier and helps to overcome the challenges of intermittent renewable energy sources. At present, no comprehensive environmental impact assessment is available for three commercially H2O electrolysis technologies, namely solid oxide electrolysis cell (SOEC), polymer electrolyte membrane electrolysis cell (PEMEC), and alkaline electrolysis cell (AEC). The study aimed to provide potential environmental impacts of the electrolysis technologies based on life cycle assessment. Among the investigated 16 impact categories, the stage of critical material use of three H2O electrolysis stacks was identified as the hotspot of environmental impacts. The critical materials were stainless steel and nickel from SOEC, platinum and iridium from PEMEC, and nickel from AEC. Life cycle impact results from PEMEC stack were much higher than these from SOEC and AEC stacks, while electricity played a more important role in the life cycle impact of hydrogen production. The sensitivity analysis indicated that the most effective approach to reducing potential impacts would be to reduce critical materials use on the current status of electrolysis technologies. © 2020 Hydrogen Energy Publications LLC", AEC electrolysis; Life cycle assessment; PEMEC electrolysis; SOEC electrolysis,0.0
159,Water utilization and treatment efficiency of China's provinces and decoupling analysis based on policy implementation,"As one of the fastest-growing economies, China faces challenges of improving water utilization and treatment. This study performed the slack-based measure data envelopment analysis (SBM-DEA) which considered undesirable outputs to evaluate water utilization and treatment efficiency of the 30 provinces in the mainland of China and applied the Tapio decoupling elasticity model to examine the relationship between policy implementation and the performance of water utilization and treatment during 2008–2017. The result shows that the northern and northwestern provinces have taken the leading position in the efficiency of water utilization and treatment. The northeastern provinces have largely increased the efficiency but the southwestern provinces have the efficiency declined. Additionally, nearly half of the eastern and central-southern provinces have decreased the efficiency. The decoupling analysis recognized that environmental inspection and the investment in environmental components for new construction projects have a decoupling relationship with water use per capita, COD discharge, and wastewater discharge in most of the provinces, indicating their effective practice in enhancing the performance of water utilization and treatment. On the contrary, the mechanism of environmental impact assessment needs to be advanced to better support the improvement of water utilization and treatment. This study identified the development and the potential improvements of water utilization and treatment efficiency of China on provincial and regional perspectives, and determined the contribution of the selected policy measures to the management of water utilization and treatment, allowing the design of tailored roadmaps to address the regional gaps in water utilization and pollution abatement. © 2020", Decoupling; Policy enforcement; Slack-based measure data envelopment analysis (sbm-dea); Undesirable outputs; Water treatment; Water utilization,0.0
160,"Determinants Influencing the Environmental Impact Assessment Compliance Rate by Industries in Aba City, Southeast, Nigeria","A United Nations (UN) report on the severity of pollution in cities around the world in 2020 rated Aba City, Nigeria, as the most polluted city in the world. This has become a source of worry and embarrassment for environmental policymakers in the country. The matter of whether industries are efficiently managing their wastes came to the fore, and policymakers questioned the compliance of these industries with environmental laws and Environmental Impact Assessment (EIA) guidelines and the reasons behind the seemingly non-compliance of the industries with these guidelines. The study aimed to investigate the determinants that influence compliance with EIA guidelines by industries in Aba. A survey research method was employed in the study. Questionnaires and interviews were also used to elicit data from industrialists and environmentalists in the study area. 384 industries were sampled in the study. Principal Component Analysis was used to test the hypothesis. The study revealed seven factors that influenced the compliance rate of EIA guidelines by industries, and they include weak public participation (65.5%), ignorance (54.5%), an effective legal system and legislation (42.4%), the cost of compliance (40.5%), weak coordination along the line of departments (town planning officers and consultants) (35.5%), delay in approval (30.5%), and limited scope (28.9%). It was recommended that the government strengthen the legal system as it relates to the implementation of EIA; then, there is a need to involve affected stakeholders in the preparation of EIA documents. © 2024 Technoscience Publications. All rights reserved.", Compliance rate; Environmental Impact Assessment; Environmental mitigation; Principal Component Analysis,1.0
161,Multi-attribute life cycle assessment of preventive maintenance treatments on road pavements for achieving environmental sustainability,"Purpose Although a significant number of environmental protection measures concerning industrial products and processes have emerged over the past few years, similar measures have only started to appear in road construction and related practices. There is a need for understanding what a ""sustainable pavement"" would entail in terms of greenhouse gas emissions and energy consumption. Since environmental impact assessment of major projects is becoming mandatory in many countries, various research projects attempt to evaluate the environmental impact of different pavement materials, technologies, or processes over the road life cycle. To support these efforts, there is a need to measure and describe different aspects of sustainability related to road pavements. In particular, keeping road pavements at high service levels through a preventive maintenance approach during the pavement service life has been proven to provide significant improvement of their performance and reduce their deterioration rate. Methodology This paper describes an innovative methodology to evaluate the environmental impact of preventive maintenance activities. It relates these activities to performance and cost during the service life of the pavement through a multi-attribute ""life cycle cost, performance, and environmental analysis"". Emissions and energy saved adopting several preventive maintenance strategies were computed, relating them to cost and performance. Equipment and materials usually involved in road maintenance practices were also analyzed in order to assess specific fuel consumption and energy spent. An ad hoc index was ultimately created, adopting a script file to evaluate the best strategy through the multi-attribute approach. Results and conclusions Results show how eco-effective it can be to improve pavement management practices on roads by implementing energy efficient treatments and strategies. Furthermore, eco-saving factors could represent a new and innovative feature to be added in the sustainability assessment process for pavements to evaluate different alternatives and assist authorities choosing between different investment solutions as a part of a decision support system. © 2012 Springer-Verlag.", Carbon footprints; Embodied energy; LCA; Multi-attribute approach; Preventive maintenance; Sustainable road pavements,1.0
162,Evaluation of the effectiveness and quality of environmental impact assessment in the federal republic of Germany,"This study uses empirical research of 145 projects on environmental impact assessment (EIA). The researchers generated and tested hypotheses based on questions about the effectiveness and quality of EIA. By means of EIA, aspects of proactive thinking have entered into procedural decisions more than previously presumed and modifications in the spatial dimensions of projects have played an especially prominent role. The three most important factors affecting the scale of general project modifications are: the degree to which the subject matter and methodological aspects of a study are prescribed by §5 of the EIA Act (Scoping); the early, intense involvement of authorities, experts, and third parties in the scoping; and the degree to which the project's effects and impacts are analyzed and forecast in the environmental impact study (EIS). EIA and EIS practice has moved beyond the ‘experimental phase’ and routines have now emerged for certain parts of the procedure. © 2002 Taylor & Francis Group, LLC.", Empirical research; Environmental impact assessment; Germany,1.0
163,The effectiveness of environmental impact assessment systems in São Paulo and Minas Gerais states,"The effectiveness of the Environmental Impact Assessment (EIA) has been analyzed through the application of good practice criteria, with emphasis on assessing the quality of studies involved in it. However, such approach is restricted to elements directly linked to the subject of the studies and leaves aside important aspects. The aim of the present study is to analyze the effectiveness of EIA systems through the application of 20 effectiveness criteria to a set of 37 environmental licensing cases in São Paulo (SP) and Minas Gerais (MG) states. The results show that the EIA is effective in both states with respect to procedural aspects. On the other hand, the systems were ineffective when it came to substantive effectiveness aspects such as the promotion of public participation, the development of locational alternatives and the assessment of cumulative effects. These aspects increase the proceeding time and limit the EIA influence on decisions, thus being restricted to adjustments in project designs and to the adoption of mitigation/compensation measures.", Effectiveness criteria; Environmental Impact Assessment systems; Environmental licensing; Environmental policy instruments,1.0
164,"Effectiveness and challenge of environmental impact assessment in industrial park, a case study in Northeast rust belt China","The conventional rough-and-tumble pattern of industrial development in the northeast has severely affected China's sustainable development in recent years. As a result, the industrial park emerged and prospered with the advantages of clear industrial positioning, optimized functional layout and complete support facilities. Nonetheless, for the environmental management of industrial parks, environmental impact assessment (EIA) should be better applied as an upstream environmental protection means. Thus, in three aspects, this study summarizes the research on EIA in the world and analyzes the effectiveness and development of EIA in Northeast China. First, this study analyzed the status and trends of international research in EIA, based on the Web of Science database and the CiteSpace scientometric software. The number of papers continues to rise. Some countries collaborate closely and bring forth new ideas. Research focuses on environmental management, EIA methodology, and energy issues. Research hotspots are public participation and life cycle methods. Second, to specifically investigate the effectiveness of the EIA of the Northeast Industrial Park in recent years has been profitable for the improvement of the Northeast EIA system and for promoting the environmental management approach of the EIA at the micro level. It has been demonstrated that the effect of 70% EIA implementation is relatively significant with high effectiveness. Third, using a SWOT analysis approach, it aims to identify internal strengths and weaknesses, external opportunities and challenges in the development of the Northeast Industrial Park EIA, and propose a future development strategy for the Northeast Industrial Park EIA at the macro level. © 2023 The Authors", China Northeast industrial park; CiteSpace; Effectiveness analysis; Environmental impact assessment; SWOT analysis,1.0
165,"Impact assessment research in Pakistan: Achievements, gaps and future directions","Research on the theoretical aspects and practice of impact assessment (IA) is increasingly viewed as significant in enhancing its effectiveness. Several research articles have been published on various aspects of IA practice in Pakistan, but perhaps not well shared through a unified platform. This article presents an analysis of the areas well covered, identifies barriers and gaps in current research and what needs the most urgent attention in future endeavours. Most research to date has focused on the EIA process/system, public participation and the quality of EIA reports using evaluation criteria. There is a need to do more research on methods and techniques of assessment, environmental impact assessment follow-up, monitoring and possible application of strategic environmental assessment. © 2015 Imperial College Press.", barriers to EIA research; Impact assessment research; Pakistan; research gaps; strategic environmental assessment; well covered areas,1.0
166,Evaluation of the environmental impact assessment system in Egypt,"A formal environmental impact assessment (EIA) system was introduced in Egypt through Environmental Protection Law No. 4 of 1994. This paper evaluates the EIA system in Egypt by using both 'systemic' and 'foundation' evaluation criteria. The methodology is based on an investigation of EIA legislation, a review of guidelines and relevant documents, and interviews with EIA practitioners. The main factors affecting EIA best practice in Egypt are the limited numbers of local experts, inadequate public consultation, lack of environmental data, weak follow-up, and the absence of longterm land-use plans. Recommendations to strengthen the system include improving capacity building, implementing an effective EIA consultants' accreditation system, ensuring effective public participation and access to EIA reports, applying systematic environmental impact statement (EIS) review criteria and promoting environmental awareness. © IAIA 2009.", Egypt; EIA evaluation; Environmental impact assessment,1.0
167,Institutional challenges for corporate participation in payments for ecosystem services (PES): insights from Southeast Asia,"Environmental sustainability relies on the adequate financing of biodiversity conservation—increasingly from the private sector. Meanwhile, corporate sustainability relies on the effective management of natural capital and ecosystem services used in production. Payments for ecosystem services (PES) offers an important practical mechanism for addressing these issues. However, the uptake of corporate-financed PES has been underwhelming, implying that companies may face institutional and motivational challenges to participate in PES. This article presents an assessment framework to determine the conduciveness of PES to real-world corporate environmental strategies and actions, be they (a) voluntary or compliance-based, (b) reactive or proactive, (c) requiring low or high amounts of data, (d) seeking a direct or indirect return on investment (ROI), (e) conducted proximal to or far from the operation site, (f) short-term or long-term, and (g) utilising internal or external resources. Interview data elicited from public, private, and civil sector actors in Thailand and the Philippines highlights key barriers to corporate-financed PES. Results imply companies may be: (1) hesitant to get involved with unknown or uncertain concepts such as ecosystem services; (2) reluctant to fund the technical studies and repeat payments that PES requires; (3) disinterested in direct ROI—instead content with philanthropic projects that can boost public relations; and (4) bound by protocols that restrict the spatial and temporal scales at which PES can operate. To overcome these challenges, policy makers could devise reputational and economic incentives, and incorporate ecosystem services into existing institutions such as environmental impact assessments (EIAs) and ISO 14001. Meanwhile, PES practitioners (government agencies and NGOs) should use quick and simple metrics to quantify ecosystem services, and tolerate buyer willingness-to-pay. Increasing corporate ecosystem service demand, and participation in PES, will likely require firm-level institutional change, and business strategies to improve supply chain management and mitigate the negative effects of environmental and climate change. © 2018, Springer Japan KK, part of Springer Nature.", Carbon; Corporate environmentalism; Corporate social responsibility (CSR); Environmental management; Environmental services; Strategic management,1.0
168,"The interminable issue of effectiveness: Substantive purposes, outcomes and research challenges in the advancement of environmental impact assessment theory","An analysis of studies of the outcomes of environmental impact assessment (EIA) indicates that its role in consent and design decisions is limited, due primarily to passive integration with the decision processes it is intended to inform. How much EIA helps sustainable development is largely unknown, but it is hypothesised that it is more than is typically assumed, through a plethora of causes, including emancipation of stakeholders and incremental change in the bureaucracy, companies and scientific institutions. To enhance the effectiveness of EIA, research should focus more on theory about the nature and operation of diverse causal processes, even though the concepts, methods and analytical challenges would be substantial. © 2004 Taylor & Francis Group, LLC.", Decision-making; Effectiveness; Environmental impact assessment; Sustainable development; Theory,1.0
169,Sustainability Assessment of Renewable Energy Technologies in Context to India Using Multicriteria Analysis with and without Incorporating Risk Analysis,"Sustainability assessment at a national scale is a complex task that ought to be seen with a range of conflicting indicators and multicriteria analysis (MCA) is the best approach that can address these conflicts. The study aims for a comprehensive sustainability assessment of renewable energy (RE) technologies in India based on MCA and examines the impact of associated social and environmental risks on the overall sustainability ranking. Large hydropower is evaluated as the most sustainable RE technology in context to India under selected indicators. Contrary to this, large hydropower has also been identified with the highest social and environmental risks. Therefore, in a developing country like India, the techno-economic advantages of large hydropower with its significant untapped potential cannot be overlooked. Hence, there arises a need to enhance the environmental impact assessment (EIA) process. Thus, the study recommends a transparent process for public participation in EIA for comprehensive and effective social and environmental risk management of the project to achieve the goal of sustainable development.  © 2021 World Scientific Publishing Europe Ltd.", Multicriteria analysis; renewable energy; risk analysis; social and environmental risks; sustainability assessment; sustainability indicators,1.0
170,Practical Approaches for Providing Empirical Data on Seabird Behavior and Prey Assemblages in Tidal Channels,"Persisting knowledge gaps relating to the ecological context and potential environmental impacts of marine renewable energy (MRE) devices continue to add substantial costs and uncertainty to MRE projects globally. Increasingly sophisticated technological approaches to environmental monitoring can have fundamental non-trivial shortcomings for environmental impact assessment (EIA), whilst substantial practical and financial costs of deployments can prevent their application. For the tidal stream energy (TSE) sector, there is a need for practical and cost-effective methods that can provide site-specific information on predator behavior and associated prey assemblages. Considering existing knowledge of animal communities in tidal channel environments, a proportional approach using shore-based observation and baited fish trap methods was developed. During April 2021, a trial of these methods was conducted in tidal channel environments in Shetland, UK. The practical application of the proposed approach is demonstrated here with results from three tidal channels including Bluemull Sound, the site of active TSE installations (the Shetland Tidal Array). Observation of predator behavior across the study sites are reported for great cormorant Phalacrocorax carbo and European shag Phalacrocorax aristotelis. Seabird diving data calculated from the shore-based observations provided metrics relevant to informing EIA and collision risk modelling including dive duration, dives per minute, and % time underwater. Fish trap deployments targeted the benthic and demersal prey of these predators in the three study sites and across a range of depths and hydrodynamic conditions. A variety of fish and invertebrate species known to be important components of benthic-foraging seabird diet were successfully captured by the traps, providing basic biological information on the prey assemblages observed in each site. The fish species observed in the highest abundance were saithe Pollachius virens and cod Gadus morhua. Benefits, limitations, and applications of this approach are discussed along with various factors relating to the performance of both methods. The shore-based observations rapidly identified relevant patterns in predator foraging activity which informed the targeted deployment of fish traps to provide complementary prey data. This novel combined approach has potential to reduce costs and uncertainty in EIA and for supporting the responsible development of the MRE industry. Copyright © 2022 Fraser and Waggitt.", baited fish trap; environmental monitoring; fish distribution; fish pot; foraging behavior; marine renewable energy; rangefinder binoculars; tidal stream energy,1.0
171,The role of lifecycle analysis in environmental management: general panacea or one of several useful paradigms?,"Lifecycle analysis (LCA) has the potential to serve as an effective environmental management tool which, used appropriately, could assist manufacturers and consumers alike to improve their environmental awareness and performance. However, some restraint is called for in promoting LAC as the ""environmental management tool of the 1990s'. Some of the currently proposed applications for LCA appear too broad in context for what is, essentially, a product-based environmental assessment procedure. These applications fit more appropriately within the remit of other environmental impact assessment and environmental auditing. The definitive role of LCA within environmental management requires further examination and clarification. -from Authors", ,0.0
172,Environmental impact assessment in an uncertain environment,"'Green' manufacturing has become an important issue in industry, driven by regulations governing manufacturing emissions, growing worldwide environmental certification requirements (ISO 14000) and an emerging consumer preference for ecolated products. Establishing a quantitative and effective assessment model to assess the environmental impact of manufacturing processes for a product has become important. This paper focuses on analysing the uncertainty of weighting factors in an environmental impact assessment and applying fuzzy set theory to determine the vague or fuzzy weighting factors of the various environmental impact categories. A case study demonstrates that the fuzzy set-based model can effectively account for the vagueness and uncertainty of information being used for environmental impact assessments. The proposed fuzzy model is useful, not only for evaluating the environmental impact of a manufacturing process, but also for selecting processes when environmental impact is one of the factors to be considered.", ,1.0
173,"The Paradox of the Rational Comprehensive Model of Planning: Tales from Waste Management Planning in Ontario, Canada","This study explores the reasons why the failure to site and implement waste disposal facilities in the United States and Canada has become commonplace, using the example of waste environmental impact assessment (EIA) programs in Ontario, Canada. The inability of governments to site new waste disposal facilities can be traced to a slavish adherence to planning's most common paradigm, the rational comprehensive model. The article also addresses whether the extensive public consultation programs associated with waste EIAs are effective. The study concludes with a discussion of how the communicative action of planning should be researched in waste management to develop more efficient and less socially divisive planning programs. © 2007, Sage Publications. All rights reserved.", environmental impact assessment; planning theory; waste management,1.0
174,Appraising the role of relationships between regulators and consultants for effective EIA,"The role of relationships between regulators and consultants engaged in environmental impact assessment (EIA) is explored. A Partnering Agreement between Western Australian regulators and consultants gave rise to a survey and interviews with representatives of these EIA practitioners to understand levels of cooperation between them and ways to improve EIA practice locally. A mixture of quantitative and qualitative responses are presented with an emphasis on practitioner comments reproduced in their own words and 'voice'. The results suggest that while relationships are strained because of staff resources and levels of expertise brought about by a major resource boom in recent years, there is a great desire for cooperation and collaboration. Greater clarification and understanding of each stakeholder's purpose and role in the EIA process along with opportunities for EIA practitioners to interact, communicate and socialise are identified as positive ways forward. The value of establishing the relatively simple Partnering Agreement approach is demonstrated and is put forward as something that practitioners internationally might equally benefit from as a means of improving the effectiveness of EIA practice. © 2009 Elsevier Inc. All rights reserved.", Consultants; Cooperation; Effectiveness; EIA; Regulators; Relationships; Western Australia,1.0
175,Environmental impact assessment: Retrospect and prospect,"The widespread experience of environmental impact assessment (EIA) as an anticipatory environmental management tool has generated a considerable debate over the extent to which it is achieving its purposes. This has been measured in terms of EIA 'effectiveness', especially as discussion has moved away from issues of procedural implementation, to the more substantive goals of EIA and its place within broader decision-making contexts. Empirical studies have revealed the relatively weak degree of influence on planning decisions that is being exerted by EIA, which is increasingly being attributed to its rationalist beginnings. This article seeks to direct this debate towards the founding political purposes of EIA which, it is argued, provide a neglected, yet strong, basis for EIA reform. A number of illustrative suggestions are made as a result of this redirection, to enable EIA to adopt a more determinative role in decision making and to contribute to more sustainable patterns of development planning. © 2006 Elsevier Inc. All rights reserved.", Effectiveness; Environmental impact assessment; Founding purposes,1.0
